job_role,experience_years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,deadline_pressure_level,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score,productivity_score
Manager,12,5.2,14.5,28.4,2.1,High,7.5,10.4,2.71,7,4.7,2.7,10,59.3
Manager,18,3.4,4.3,29.1,2.2,Low,20.5,13.9,2.52,1,1.7,2.8,8.78,43.2
Developer,15,16.3,42.3,20.5,2.6,Low,6.9,7.5,3.05,9,5.8,5.1,7.07,85.5
Writer,5,25.8,56.9,10,1.6,Medium,1,7.3,1.49,8,6.6,5.3,8.56,83.9
Developer,7,25.5,63.2,10.3,1.6,Low,7.3,11.1,2.48,9,4.5,5.2,6.99,85.4
Writer,6,24.6,55.8,12.2,3.3,Medium,7.3,9.1,1.73,8,3.3,3.5,9.9,67
Manager,17,6.4,11.6,32.2,2.7,Medium,19.8,18.9,0.46,8,1,1,10,41.5
Marketer,7,11.2,26.6,14.4,2.5,Medium,9.3,6.8,3.42,7,4.8,5.8,8.19,68.2
Developer,2,11.7,27.6,20.5,2.5,Medium,8.7,9.6,0.85,4,3.5,4.3,9.3,55.3
Analyst,15,12.3,42.1,14.5,2,Medium,2.9,7,0.1,9,8,7.1,7.23,100
Analyst,3,9,31,20.8,1.8,Low,6.3,7.2,3.7,3,3.4,7,5.67,59.3
Analyst,18,9,24.4,20.2,5.2,High,1.1,6.3,2.29,1,6.7,5.4,10,80.2
Designer,19,7.1,13.7,25.3,0.3,Low,1.8,3.1,3.44,1,4.7,7.5,5.3,72.8
Manager,3,6,7.3,25.3,0.8,Low,22.4,15.8,4.8,3,1.1,2.6,8.92,24
Writer,17,12.2,41.4,22.5,4.6,High,2.2,5,1.47,10,5.1,3.8,10,89.3
Manager,14,5,16.7,20.5,1.8,High,14.4,12.1,1.71,1,4.1,3,10,66.7
Analyst,12,6.8,16.7,27.1,1.3,Low,8.9,9.4,0.29,7,5.8,5.3,6.92,75.4
Designer,20,9,22.5,26.9,1.7,Low,6.3,6.3,1.25,6,3.7,5.5,6.78,73.8
Analyst,12,12,31.9,33.3,1.5,High,10.3,9.8,1.01,5,4.5,1,10,72.5
Developer,12,21.2,53.7,14.3,0.8,Low,6.9,7.8,5.33,8,6,5.4,6.84,78.8
Analyst,12,10.7,28,28,0.9,High,4.2,7.1,1.52,10,6.2,2.3,10,65.7
Marketer,2,12,37.1,26.2,3.8,Medium,1,3.4,0.86,7,4.9,4.7,9,70.7
Designer,4,6.3,19,27.4,2.8,High,4.8,9.1,1.69,7,4.3,3.4,10,55
Developer,14,14,31,20.4,1.6,High,5.6,9.3,2.41,10,5.3,3,10,66.2
Developer,20,19.1,46.9,10,1,Low,4.9,5.2,3.03,2,6.2,7.5,5.29,100
Analyst,12,7.5,13.6,21.7,1.4,High,10,7,2.73,8,4,3.2,10,47.4
Marketer,14,4.4,15.6,29.3,0.9,Low,2.2,9.4,3.23,10,5.1,7,5.65,70.1
Developer,20,19.6,49.9,10,1.6,Low,7.5,7.3,0.1,9,5,6.7,5.88,98.8
Designer,15,6.2,16.4,25.1,4,High,2.1,6.5,0.1,7,4.6,4.6,10,64
Designer,15,6.6,14.4,20.4,2.5,High,7.7,8.3,2.58,1,4.6,4.3,10,52.9
Developer,9,16,34.6,22.5,0.9,Medium,6.2,10.6,2.79,4,4.2,3.3,10,54.7
Developer,14,19.7,47.2,16.3,1.8,High,4.8,7,2.59,1,5.1,2.8,10,75.9
Analyst,20,2.1,4.2,28.7,2.1,Low,2.2,5.8,3.74,4,5.2,7.8,5.08,70.8
Developer,15,11.2,25.4,19.1,0.5,Low,8.7,9,1.86,3,5.8,6.2,6.24,82.2
Analyst,15,7.9,16,21.6,1.1,High,7.6,10.7,2.53,3,5.9,3.7,10,60.8
Developer,10,7.4,19.4,21.8,1.7,High,4.1,7.9,3.46,1,5.2,4.7,10,63.6
Analyst,16,18.5,49.3,14.1,3,High,2.4,2.4,2.12,10,6.4,4.2,10,83.8
Writer,4,23.6,66.2,11.5,0.8,High,1,2.7,2.56,8,4.9,4,10,71.8
Designer,4,5.7,18.2,17.5,3.7,Medium,5.2,11.3,0.1,7,4.7,7.4,7,62
Marketer,5,13.5,41,14.8,1.8,High,5.8,8.6,2.21,8,3.1,4.5,10,59.4
Analyst,8,6.3,12.2,26.5,1.5,High,7,10.7,2.53,9,4.4,3.1,10,43.7
Marketer,9,10.5,23.7,21.3,1.9,Low,4.8,8.5,0.61,8,7.1,6.8,5.8,77.4
Writer,19,14.7,34.8,19,0.8,Medium,5.8,9.4,3.15,8,5,4.6,9.07,70.3
Developer,4,20.4,48.8,17.1,4.3,Low,1.3,3.4,0.79,4,4.6,6.3,6.18,82.6
Marketer,9,8.9,21.6,22.5,0.4,High,1.8,7.1,0.91,9,6.1,4.7,10,69.2
Manager,14,3.7,9.4,28.3,0.9,Low,18.5,13.2,2.58,4,2.9,3.4,8.33,56.6
Marketer,19,11.1,25.5,29.6,1.1,High,9.7,12.2,0.39,9,5,1,10,78.7
Designer,6,4.6,11.2,20.2,2.3,Medium,3.9,11,0.19,1,4.6,7.3,7.07,68
Writer,2,23.7,61.3,10.3,1.9,High,8,11.9,1.57,4,5.7,2.5,10,71.3
Marketer,10,8.6,22,21.4,1.7,High,2,5.2,4.55,9,6.1,5,10,52.1
Developer,4,12.6,28.5,24.8,1.3,Medium,8,9,1.44,3,4.8,3.2,10,59.1
Analyst,7,13.1,34.1,19.8,4.2,Medium,7.5,10.3,2.41,7,5,4.4,9.22,57.5
Designer,4,3.7,8.5,28.1,0.3,Medium,1,5,3.21,9,6.7,6.3,7.82,57.1
Designer,15,1.6,4.9,33,1.7,High,4.4,8.2,2.66,10,4.8,3.2,10,58.5
Analyst,13,14.2,40.9,21.7,3,High,1,8.2,0.1,8,5.2,3.8,10,70.1
Designer,20,6.2,5.3,31.5,1.7,Low,1,7.2,2.94,2,6.4,6.3,6.17,77
Analyst,14,15.1,37.8,14.2,3.6,Low,1,6.7,2.86,2,5.2,8.4,4.62,83.6
Developer,7,17.4,45.3,10.3,0.4,High,4.2,5,5.66,10,4.3,5,10,57.5
Analyst,5,9.1,21.6,26.2,3,High,4.3,4.9,3.04,5,4.5,3.1,10,47.7
Marketer,2,0,1.7,32,3,Low,1,7.8,1.02,10,3.1,7.8,5.08,44.9
Designer,5,1.6,11.6,32.8,1.8,Medium,3.4,6,1.71,8,6.2,5.1,8.72,66.1
Designer,2,7.4,16.5,19.3,1.5,Low,5,9.3,1.53,2,5.7,8.1,4.85,76.7
Designer,8,5.9,15.6,26.5,2,High,6.7,9.2,2.68,7,3.4,3.2,10,49.2
Designer,14,7.8,20.6,28.2,1,High,4.3,6.2,0.51,7,3.8,2.9,10,62.1
Analyst,20,13.1,30.8,29.7,2.3,Medium,6.7,8.7,2.61,10,3.5,2.1,10,66.1
Analyst,19,17.2,44.5,10,0.8,Medium,4.7,2.3,2.8,6,6.4,6.5,7.66,91.9
Marketer,5,18.1,44.1,16.9,2.3,Medium,1,5.7,2.08,1,6.4,5.5,8.41,80.7
Marketer,14,7,22.4,22.7,1,Medium,6.8,10.3,0.95,7,5.7,5.4,8.49,75
Developer,15,15.8,35.5,16.3,2.8,Medium,7.4,8.6,0.73,8,7.6,4.6,9.07,88.5
Developer,3,13.4,28.2,16.6,2.7,Medium,4.8,4.2,2,5,4.7,5.8,8.19,66.9
Developer,4,24,59,15.7,3.6,High,7.5,8.5,5.07,7,5.6,1.2,10,69.3
Developer,19,18.5,43.7,19.1,0.8,High,13.3,10.8,0.86,4,2.6,1,10,70.5
Writer,18,25.7,62.6,17.2,2,Low,7.3,11.2,3.96,9,7.1,3.5,8.26,97.4
Marketer,14,10.8,25.6,20.7,1.2,Low,6,6.5,1.23,10,4.3,6.6,5.95,74.3
Developer,6,7.7,19,25,2.7,High,9.2,11.2,0.1,9,4.1,2.5,10,56.3
Developer,18,21.6,48.4,17.7,0.2,Low,7.3,6.4,1.27,4,6.3,4.4,7.6,94
Marketer,13,8.4,19.5,15.5,4.8,Medium,7.9,8.8,1.58,8,4.6,6.6,7.61,67.5
Developer,8,14.9,41.7,16.1,1.2,Low,9.9,6.4,5.11,4,2.6,5.8,6.55,48.1
Writer,14,22.2,61.3,12.4,2.8,High,7.9,9.1,3.32,6,4,2.4,10,70.3
Developer,15,11.7,36.9,14.9,2.6,Low,1,6.7,0.83,9,5.7,9.1,4.11,95.1
Manager,4,0.9,5,35.3,0.7,Medium,17.4,14,2.74,5,3.1,1.1,10,31.8
Developer,12,20,43.8,17.1,2,High,2.3,6.6,1.86,3,6.3,3.2,10,77.3
Developer,14,15,32.4,20.5,0.3,Low,3,6.1,3.13,5,5.9,6.4,6.11,76
Developer,8,23.5,59.2,14.8,1.1,Medium,6,7.1,4.94,7,3.9,3.4,9.96,61.4
Developer,7,20,48.7,15.7,2,Medium,5.2,2,1.66,8,5.5,4.3,9.3,79.9
Manager,14,1.9,11,25.4,4.9,Low,15.7,14.5,2.35,1,2.5,5.2,6.98,51
Manager,14,7.5,20.4,20,2.4,Medium,8.5,12,0.1,5,5.8,5.5,8.41,74.7
Designer,18,6.4,17.6,29.1,1.2,Medium,6,8.3,1.76,3,4.4,4.1,9.44,57.2
Writer,11,13.2,36,27.6,1.6,Medium,2.9,6.3,3.63,8,4.9,3.6,9.82,68.2
Designer,3,3.5,5.4,21,2.1,High,8.1,11,2.98,5,4.4,4.8,10,40.5
Manager,8,8,28.7,24.1,1.7,High,17.1,16.1,3.4,3,1.4,1,10,43
Designer,13,6.5,13.1,25.5,0.9,High,9,10.9,4.54,4,2.9,2.8,10,39.1
Designer,10,7.1,21,24.9,1.5,Low,1,5.9,3.47,1,5.7,7.8,5.08,64.4
Designer,5,2.7,17.8,20.6,3.3,Medium,3,7.8,2.65,3,4.9,7.9,6.63,58
Analyst,12,1,3.7,29.2,0.2,High,5.7,7.6,0.24,2,5.7,4,10,57.1
Marketer,6,8.8,30.4,16,0.5,Medium,7.2,6.5,1.18,10,6.2,6.5,7.67,74.8
Designer,2,4.2,21.5,24.8,0.7,Medium,2.8,6.1,0.51,3,6.8,6.6,7.61,64.4
Marketer,6,8.3,26.2,10.3,4.7,Medium,1,7.5,0.84,4,6.2,9.6,5.38,85
Marketer,14,10.5,25.8,24.5,0.7,Medium,2.8,8.7,0.21,9,7.7,5.1,8.72,86.4
Marketer,7,10.8,22.9,20.9,0.3,Low,7.9,6.2,2.58,6,4.5,6.1,6.33,64.2
Marketer,2,9.2,27.1,23.2,2,High,8.1,11.3,4,3,5.5,2.9,10,56.6
Marketer,2,12.2,31.6,16,0.7,Medium,6.3,8.1,2.85,7,5,5.9,8.12,54.4
Analyst,9,7,22.7,23.4,1.1,High,5.8,6.7,0.1,10,5.8,4,10,60.9
Marketer,6,1.9,6.3,28.8,3.8,Low,8.2,8,2.54,6,4.2,6.3,6.18,61.8
Writer,20,4.6,5.1,30.2,1.5,Medium,4.5,8.3,2.32,3,5.8,4.7,9.01,59.2
Developer,18,26.4,68.2,10,1.4,Low,6.9,8,1.38,1,4.4,5.2,7,92.2
Manager,16,3.2,11.3,29.9,0.8,High,8,7.6,3.27,5,3.4,2.7,10,54.2
Manager,2,7.6,18.4,25,0.6,High,16.5,10.5,2.3,4,2.4,1,10,44.5
Writer,12,9.5,16.8,29.8,1.1,High,4.1,8.2,4.19,1,5.6,2.2,10,52.6
Writer,9,15.9,35.3,13.8,1,Low,5.5,5.7,1.89,9,7.2,7.2,5.51,89
Developer,5,15.3,30.8,26.5,2.4,Medium,8.8,9.3,1.45,1,5.1,1.9,10,62.9
Designer,9,8.7,21.4,25.9,5.6,High,4.4,4.2,0.1,5,4.8,3.3,10,61.5
Marketer,9,8.8,14.9,32.3,4.8,Low,4.7,6.6,2.89,5,4,4.6,7.45,57.4
Developer,11,18.6,41.3,17.6,2.8,Low,11.5,10.3,0.37,8,3.3,4.1,7.81,69.4
Marketer,9,13.5,43.9,10,3.7,Low,2.3,4.9,0.1,4,5.3,9.6,3.75,100
Marketer,5,0,0,32.5,1.2,Medium,6.4,6.2,2.01,6,4.8,4.8,8.93,46.9
Analyst,16,5.1,17.9,32.1,1.7,Low,1.4,4.6,2.66,1,7.5,6.4,6.12,77.6
Developer,13,20.5,51.4,11.8,3.8,Medium,7.3,8.8,3.39,2,5,4.6,9.08,74.8
Designer,2,11.9,28.2,21.1,0.6,Medium,4.4,5.3,5.55,7,5.4,5.2,8.64,49.9
Writer,15,10.5,28.4,18.6,1.3,Medium,5.9,10.2,2.15,2,5.8,5.8,8.2,73
Developer,4,23.3,56.6,18.5,2.6,Medium,2.5,8,0.57,5,5,3.4,9.96,76
Manager,18,6.7,11.3,28.4,3,Medium,17.9,16.2,1.17,3,2.3,1.2,10,64.1
Manager,3,5,9.5,26.8,0.6,Low,16.8,16.8,1.95,2,2.6,3.8,8.02,33.1
Marketer,1,0.3,0,31.7,1.5,Medium,1,3.5,1.21,7,6.2,6.2,7.88,42.5
Analyst,2,6.3,20.3,22.7,2.8,Medium,5.6,8.2,1.47,4,3.8,5.8,8.18,53.8
Manager,14,4.3,3.1,31.2,3.5,Medium,22,15.2,0.1,9,3.2,1,10,61.1
Manager,5,5.2,16.5,26.5,3.3,Low,20.8,11.1,3.05,4,1.8,2.9,8.7,39.4
Marketer,14,13.2,27.9,21,0.9,High,9.5,8.4,3.96,5,4.8,2.1,10,64.1
Analyst,11,2.6,2.1,30,1,Low,5.5,9.8,3.36,4,5.1,6.5,6.04,55.3
Designer,14,5,15.4,13.9,3,High,4.2,7.1,0.1,6,4.6,7.2,8.79,67.6
Manager,1,3.3,12.2,20.6,1.9,High,13.7,13.6,0.1,10,3.8,3.6,10,36.1
Analyst,7,10.7,27.8,29.6,1.6,Low,6.5,12,4.29,8,5.1,4.3,7.66,69.4
Designer,19,4.8,10.4,28.6,1.4,High,6.9,9.2,1.99,7,3.8,2.9,10,61.9
Developer,16,14.7,35.4,21.2,2.6,Low,1,9.3,2.67,4,6.7,6.8,5.81,85.4
Writer,19,18.5,52.4,10,0.5,Low,1,4.3,4.22,6,5.6,8.6,4.47,86.7
Marketer,20,7.9,19.4,31.3,3.3,Low,8.2,7.5,1.03,1,6.3,4.1,7.79,82.4
Developer,10,19.2,51.1,10,1.3,Low,7,7.4,0.4,6,4.3,7,5.67,87
Marketer,13,12.2,24.6,20.5,0.6,Low,8,8.8,4.21,4,3.5,5.8,6.54,57.4
Developer,6,21.2,41.2,10,0.5,Low,1,8.4,4.81,10,7.1,8,4.93,73.6
Analyst,11,16.3,38.1,16.6,2.3,Medium,10.9,14.6,0.93,2,4.6,3.5,9.88,71.6
Marketer,17,6.2,18.5,25,0.1,Low,4.1,5,3.32,6,4.5,7.2,5.52,72.5
Marketer,7,10.1,17.7,23.4,0.4,High,4.6,8.9,0.74,6,4.4,3.5,10,53.2
Manager,4,1.3,3,32.4,1.3,Low,7.9,10.2,1.91,10,3.9,5.6,6.7,52.1
Marketer,5,5.8,10.3,30.4,1.3,Medium,1,2,3.93,3,7,5.2,8.63,56.7
Designer,10,2.1,9,27.3,5.9,Low,5.4,7,0.1,6,4.9,7.3,5.44,80.7
Manager,12,7,13.7,30.2,1.4,Low,9.1,10.6,0.1,10,2.9,4.4,7.58,65.2
Designer,18,6.6,24.5,22.7,0.5,Medium,7.2,9.5,3.4,6,3.9,5.4,8.49,71.5
Manager,11,7,14.8,15.1,2.4,High,21.2,18.3,3.8,5,3.8,2.2,10,39.9
Analyst,15,9.9,24.9,15.4,1.5,Medium,2,4.5,0.79,2,7.1,7.7,6.79,91.5
Developer,13,19.2,46.7,17.2,0.3,Medium,6,6.6,2.12,6,5.8,3.9,9.59,75.7
Analyst,7,13.5,29.3,23.7,2.6,Low,1.3,4.5,4.51,3,6.6,6.4,6.11,69.3
Designer,9,1.8,11.2,24.5,4,Low,5.9,8,0.1,2,5.9,8,4.93,80.2
Developer,8,18.8,52.7,13.9,1.3,Medium,7.8,12.4,4.76,4,4.6,4.4,9.23,60.3
Marketer,3,15.7,51.2,16.7,1.1,High,6.4,6.8,1.59,4,5.6,3.3,10,67.7
Analyst,1,4.4,14.2,21.7,5.5,High,1.9,4.4,0.1,8,7,6,9.68,57.8
Analyst,16,6.2,12.6,22,1.5,Medium,5,6.6,4.21,8,6.7,6.2,7.89,67.9
Analyst,1,10.3,16.4,24,2.6,High,6.9,6,2.94,9,3.8,2.7,10,34.1
Analyst,15,14.9,45.1,24.3,1.9,Low,7.4,10.6,3.59,9,4.7,4.4,7.6,74.4
Analyst,1,12.4,32.8,28.2,1.6,Medium,6.4,7.9,2.95,1,6,2.8,10,52.7
Manager,13,8.5,20.2,24.7,2.6,High,10.4,6.4,2.34,3,2.8,2.1,10,50.7
Marketer,5,6,15.1,28,1.9,Low,3.5,6.1,3.95,10,4.7,6.6,5.95,60.5
Designer,19,0,0,24.7,0.6,High,7.9,8.3,0.9,10,5.9,4.8,10,68
Developer,7,16.8,38.5,15.2,3.3,High,4.9,3.9,2.45,4,4.2,3.8,10,51
Writer,15,22,58.3,10,1,Medium,1,3,0.88,2,5.8,6.2,7.88,95.4
Analyst,14,14.5,39.7,23,1.5,Medium,2.4,7.2,1.51,4,7,4.5,9.14,86
Marketer,6,11.2,31.9,17.4,1.3,Medium,5,8.1,0.46,9,6.1,6.1,7.97,74.4
Analyst,7,10,24,15.1,9.3,Low,2.8,6,0.1,6,4.3,9,4.17,82.1
Designer,5,4.8,10.2,25.2,3.1,High,12.7,14.1,0.1,5,3.6,2.3,10,52.5
Designer,16,0,0,31.1,0.8,Low,5.6,8.9,2.2,3,3.8,6.8,5.8,51.6
Writer,9,13.5,40,18.5,2.8,Low,7,12.3,2.25,8,4.2,6.2,6.24,63.4
Marketer,16,6.2,16.5,15.4,4.3,Medium,2.8,7.8,2.5,3,7.1,8.4,6.26,78
Marketer,10,16.8,37.4,25.7,0.5,High,5.6,9.6,0.95,9,4.1,1,10,71.3
Designer,3,0.6,4.6,22.9,0.7,Medium,3.5,3.1,2.24,6,6.3,7.8,6.72,63.7
Developer,13,13.1,27.7,14.1,2.9,Low,5.5,7.8,0.1,2,4.4,7.8,5.06,77
Developer,2,4.7,13,23.8,3.6,Low,6.6,7.6,1.58,9,5.8,7.2,5.51,66.2
Developer,5,22.5,62,13.6,0.9,Low,2.4,3.3,3.95,1,5.7,6.4,6.11,88.2
Writer,8,7.7,26,24.1,3.4,Medium,3.4,6.8,1.56,10,5.1,5.7,8.26,64.8
Manager,1,7.8,26.7,19.6,1.8,High,19.8,16.3,4.5,6,3,1.2,10,38.8
Analyst,6,9.9,32.2,21.1,0.2,Low,7.1,11,3.71,9,4.9,6.5,6.04,74.4
Writer,16,8,20.3,26.6,2,High,4.9,8.8,0.1,8,5.5,3.1,10,75.9
Writer,4,14.4,28.6,21.9,1.6,High,5.8,6.3,0.38,7,4,2.5,10,58.3
Manager,3,9.4,27.2,20.6,3.5,Medium,12,8.6,1.36,6,5.1,4,9.52,54
Analyst,19,2.4,1.6,31.1,0.9,Medium,6.6,6.9,2.17,8,6.5,4.5,9.16,68.4
Manager,12,6.4,18.5,22.5,3.9,High,9.3,6.1,0.1,3,4.2,3.4,10,53.5
Manager,11,1.3,0.7,26.6,3.2,Medium,22.1,14.8,0.57,8,2.2,2,10,52
Analyst,11,14.1,35.6,19.9,0.7,Low,4.6,5.5,2.57,1,4.9,6.4,6.12,84.1
Developer,11,9.6,22.7,29,1.5,Medium,2.5,3.6,1.05,10,6.4,4.2,9.37,66.5
Designer,18,6.3,17.9,21.5,0.4,Medium,5.9,6.4,3.28,1,4.5,6.1,7.97,67
Marketer,13,11.5,25.4,21.8,1.5,High,5.5,6.7,3.76,1,5.4,3.3,10,65
Analyst,6,10.9,24.1,19.2,0.8,Medium,3.4,10.3,2.47,7,6.5,6.1,7.96,62.6
Developer,6,15.8,48.9,11.7,2.3,Low,9.9,9,2.91,1,2.3,6.6,5.94,57.8
Analyst,6,10,31.3,23.1,1.7,Medium,7.7,8.8,3.24,2,2.7,4.3,9.3,49.1
Analyst,11,11.1,25.5,29,1.3,Low,3.2,5.9,3.29,6,4.5,5.2,7,65.1
Marketer,14,15.2,36.6,15.5,0.5,Medium,3.4,4.6,1.02,1,6.3,6,8.05,78.1
Designer,7,11,26.6,19.6,4.5,High,4,8.3,0.79,9,5.5,4.4,10,67.6
Developer,9,18,39.9,20.9,1,Low,2.7,6.3,1.38,3,5,5.6,6.7,77.6
Analyst,2,8.5,36.6,21.6,2,Low,12.3,12.2,1.57,5,3.2,5.4,6.84,66.3
Writer,20,16.8,39,16.1,0.1,Low,6.2,10.3,3,7,4.4,6.2,6.25,81.6
Developer,11,15.1,38.7,17.5,2.1,Low,4.3,7,3.85,6,6.3,6.8,5.81,88
Marketer,2,14.7,38.6,22.3,1.9,Low,6.6,8.9,5.36,4,5.2,5.1,7.07,69.6
Manager,6,6.8,14.5,23.2,4.8,High,20.5,13.6,1.42,3,2.8,1,10,36.6
Writer,14,10.3,21.8,18.5,0.1,Low,5.7,10.2,0.85,3,5.4,7.4,5.37,78.4
Designer,12,2.3,0,22.5,6.4,Low,9.5,10,0.1,8,4.9,7.4,5.36,77.3
Designer,14,3.1,1.7,27.8,2.6,High,5,9.8,0.1,3,4.8,4,10,51.6
Developer,11,11.1,35.8,19.4,0.4,Low,4,7.8,4.59,8,5.5,7.4,5.37,68
Developer,11,17,39.7,25.8,4.9,Medium,4.1,4.7,0.92,8,4.4,2.8,10,62.9
Analyst,3,15.3,38.9,15.5,1.4,High,7.4,8.4,3.09,1,3.7,3.4,10,54.6
Manager,11,8,21.5,24.5,3.8,Low,14.6,16,1.06,10,1.4,4.2,7.73,48.1
Manager,15,2.1,7.6,25.1,2.5,High,18.4,14.7,2.25,7,2.1,1.6,10,33.5
Analyst,20,10.5,25,23.3,0.2,Low,8.8,9.9,2.78,6,5.4,5.4,6.86,75.7
Writer,10,13.6,33.2,19.1,3.4,Low,6.7,6.4,0.1,4,6.6,6.1,6.31,81.9
Marketer,7,11.6,20.6,17.9,3,High,3.6,6.2,1.17,10,4.8,4.7,10,53.5
Developer,12,11.9,32.1,15.8,3.3,Medium,6.7,10.9,2.25,10,6.2,5.9,8.11,77.4
Analyst,14,9,16.9,22.8,2.2,Low,4.1,6.1,1.96,7,5,7,5.65,76.7
Developer,17,18.9,54,14.6,0.7,Medium,7.5,12.4,1.55,10,5.2,4.2,9.36,93.8
Manager,14,7.1,23.3,19.1,0.7,High,15.8,11.1,0.43,5,4.3,2.5,10,65.6
Developer,6,10.6,28.6,27.3,2.8,Medium,7.3,6.4,1.52,1,2.4,3.2,10,48.6
Writer,15,25.9,60.7,10,2.1,Low,8.8,7.4,0.1,6,3.5,4.8,7.28,90.2
Marketer,7,11.4,29.7,26,2.8,High,8.1,9.4,0.1,9,4.4,1.6,10,73.4
Manager,10,6.8,22.3,26.5,1,Medium,15.8,12,3.65,8,2.2,2.2,10,48
Developer,4,3.8,5.8,25.5,3,Medium,9.7,11.1,3.7,7,3.3,4.8,8.94,37.3
Marketer,3,7.6,20.8,24,0.6,High,6.2,8.4,2.92,4,4.5,3.5,10,57.7
Developer,11,17.3,48.3,17.2,3.2,Medium,2.7,11.2,0.79,8,5.4,5.2,8.63,86
Marketer,2,15.7,35.3,12.8,3.1,High,4.2,6.7,4.33,10,4.9,4.8,10,45.2
Designer,1,7.2,19.6,32.3,2.7,Medium,6.8,8.3,0.25,2,4.9,2.9,10,60.2
Marketer,6,9,16.7,29.9,4.1,Low,1,6.4,0.1,6,6.7,6,6.39,68.7
Marketer,14,3.8,11.9,24.4,0.5,Low,4.5,7.1,3.23,3,5.6,7.8,5.06,60.3
Marketer,18,11.9,31.5,23,1.3,Medium,9.1,7,2.77,2,3.9,3.5,9.89,61.1
Developer,3,12.1,34.7,24.5,2.9,Medium,4.8,9,1.38,3,4,4.2,9.38,53.5
Developer,1,16.1,43.8,11.6,1.3,High,8.4,8.8,5.14,3,3.8,4,10,50.1
Designer,19,1.5,6.6,27.3,1.1,Low,8.9,7.7,1.89,7,5.1,6.6,5.96,68.2
Developer,19,11,27.2,15.1,0.4,High,7.4,10.7,1.97,9,3.9,4.6,10,67.7
Developer,11,19.7,54.4,15.5,1.1,Medium,3.4,6,1.35,10,5.4,4.8,8.92,76.8
Analyst,7,10,20.8,26.7,2.1,Low,9.7,9.4,1.47,2,2.1,4.4,7.58,56.3
Manager,14,2.5,13.8,22.9,3.2,Medium,12.6,7.8,3.34,1,1.8,5,8.78,46.5
Writer,11,16,43.6,26.2,0.9,Medium,5.3,7,2.39,10,6,2.6,10,75.2
Writer,11,20.3,54.4,14.2,2.2,Low,6,6.8,2.13,4,4.9,5.9,6.48,81.2
Analyst,14,9.5,15.3,20.5,2.2,Medium,2.6,4.5,1.66,2,5.3,6.4,7.76,67.4
Developer,1,16.5,36.3,15.5,1.6,Medium,8.1,7.6,2.21,7,4.7,4.5,9.16,60.5
Analyst,7,15.2,42.9,19.8,0.8,Medium,7.3,9.4,4.87,2,4.2,3.9,9.59,65.4
Developer,13,19.6,38.2,22.4,1.4,Medium,10.3,10.5,2.64,5,4.7,1.4,10,54.2
Manager,9,10.9,25.7,21.8,0.6,Low,17.1,12.1,0.61,3,4.1,3.5,8.24,57.9
Developer,5,13.6,31.2,13.9,1.6,Medium,9,4.7,0.57,10,4.9,5.4,8.49,61.8
Designer,5,8.9,24,18.6,0.9,High,5.5,8.4,0.95,4,4.7,4.8,10,60
Analyst,8,7.2,20.5,21.3,2.4,High,5.1,6.5,0.1,9,5,4.6,10,53
Marketer,13,12.1,30.1,25.9,1.5,High,6.3,10.2,0.41,2,5.6,1.9,10,78.5
Marketer,13,6.9,23.3,22,2.3,High,10.4,11.4,0.1,9,4.8,3.2,10,57
Designer,8,0,0,25.7,4.7,High,5.8,5.8,1.21,5,6.1,5.1,10,50.9
Manager,18,2.3,8.2,28.2,1.4,Low,22.2,14.3,2.86,2,2.5,2.8,8.76,58.1
Marketer,1,5.2,15.3,22.5,2.7,Medium,3.2,8.7,0.1,1,7.1,6.8,7.45,75.1
Developer,5,20.8,54.8,11.3,1.6,Medium,5.5,6.4,1.66,10,5.7,5.1,8.71,66.7
Developer,15,16.2,28,23.5,1.4,Low,6.3,10.9,2.19,10,6,4.5,7.51,86.5
Manager,1,6.3,15.7,23.8,3,High,5,8.8,0.1,7,5.4,4.2,10,55.4
Developer,19,9.9,26.7,21.6,3.7,High,3.5,9.2,0.1,5,4,4.2,10,70.9
Analyst,5,7.9,16.9,36.1,1.3,High,12.3,10.8,1.98,3,4.2,1,10,49.6
Manager,5,0.9,0.4,35.2,0.7,Low,19.7,13.4,0.11,6,2,2.1,9.3,44.8
Writer,20,18.7,34.9,17.8,1.2,Low,5.8,9.6,3.39,2,4.2,5.4,6.84,68.8
Developer,16,11.2,25.5,28.5,2,Medium,7.6,12.6,3.09,4,5.2,2.7,10,68.2
Marketer,9,7.4,19,18.8,3.5,High,7.3,7.3,0.36,6,4.8,4.6,10,64.7
Developer,17,13.3,40.3,15,4.5,Medium,7.1,5,1.56,9,5.5,5.6,8.32,90.5
Developer,10,15.9,34,12,3.6,High,6.4,6.9,0.19,9,3,4.4,10,58.4
Developer,10,12.7,30.4,21.6,2.9,Medium,7.3,8.5,0.1,6,5.2,4.1,9.45,78.4
Writer,10,7,17.8,31.3,1.3,Medium,5.5,6.7,1.72,1,3.8,3.6,9.83,51.6
Manager,8,5,8.7,26.3,3.6,Low,14.2,12.5,0.1,1,3.1,4.6,7.43,64.4
Developer,4,11.5,24.1,16.3,0.9,Low,1.1,5.3,1.38,10,4.4,8.8,4.33,68.7
